Codigo	nombre	Principal	TipoFarmacia	provincia	municipio
767	MEDICAR GBC TENARES	16545	SUCURSAL	HERMANAS MIRABAL	TENARES
778	MEDICAR GBC  ROSMIL	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
779	MEDICAR GBC MONTE PLATA	16545	SUCURSAL	MONTE PLATA	MONTE PLATA
780	MEDICAR GBC NAGUA	16545	SUCURSAL	MARIA TRINIDAD SANCHEZ	NAGUA
2586	MEDICAR GBC CAMBITA	16545	SUCURSAL	SAN CRISTOBAL	SAN CRISTOBAL
2592	MEDICAR GBC SAN ISISDRO III	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2593	FARMACIA MEDICAR GBC	16545	SUCURSAL	MARIA TRINIDAD SANCHEZ	RIO SAN JUAN
2594	FARMACIA MEDICAR GBC	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
2595	FARMACIA MEDICAR GBC-SAN PEDRO DE MACORIS	16545	SUCURSAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
2596	FARMACIA MEDICAR GBC-NAGUA	16545	SUCURSAL	MARIA TRINIDAD SANCHEZ	NAGUA
2599	FARMACIA MEDICAR GBC - LA ZURZA, SDN	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
2609	FARMACIA MEDICAR GBC-SAN JOSE DE LAS MATAS SANTIAGO	16545	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SAN JOSE DE LAS MATAS
16546	FARMACIA LOS PRADOS SRL	16546	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
226	AV. ABRAHAM LINCOLN NO. 10, ESQ. EUCLIDES MORILLO, ES. ARROYO HONDO	16546	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
16551	FARMACIA DOCTORA BEATRIZ SANCHEZ MARTES SRL	16551	PRINCIPAL	SANCHEZ RAMIREZ	VILLA LA MATA
16552	FARMACIA ELSA MARIA SRL	16552	PRINCIPAL	EL SEYBO	SANTA CRUZ DEL SEYBO
2429	FARMACIA ELSA MARIA SRL	16552	SUCURSAL	EL SEYBO	SANTA CRUZ DEL SEYBO
16574	FARMACIA LA RINCONADA C POR A	16574	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
16657	FARMACIA MINERVA AZUA EIRL	16657	PRINCIPAL	AZUA	AZUA DE COMPOSTELA
16707	DELCIA TOMASA PEREZ BELLO (FARMACIA DUVERGÉ II)	16707	PRINCIPAL	INDEPENDENCIA	DUVERGE
16726	FARMACIA VISTA AL VALLE SRL	16726	PRINCIPAL	DUARTE	SAN FRANCISCO DE MACORIS
16749	FARMACIA JACALIG SRL	16749	PRINCIPAL	MONTE PLATA	MONTE PLATA
16772	NEOMEDICAL SRL	16772	PRINCIPAL	DUARTE	SAN FRANCISCO DE MACORIS
712	FARMACIA NEOMEDICAL-YOMA	16772	SUCURSAL	DUARTE	SAN FRANCISCO DE MACORIS
16775	FARMACIA SAN JOSE PROVINCIA DUARTE SRL	16775	PRINCIPAL	DUARTE	SAN FRANCISCO DE MACORIS
16822	FARMACIA PATRIZO S R L	16822	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
216	C/ REAL, NO. 3. EDIFICIO 19. MANZANA C. (EN EL CENTRO MEDICO SANTANA TAVERAS)	16822	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
371	 PLAZA FILADELFIA , LOCAL 6 A, EN LA AUTOPISTA SAN ISIDRO	16822	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
759	FARMACIA PATRIZO- PRADO ORIENTAL	16822	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
860	FARMACIA PATRIZO-CIUDAD JUAN BOSCH	16822	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
16872	FARMACIA VILLALONA SRL	16872	PRINCIPAL	PERAVIA	BANI
16984	FARMACIA IGUAMED SRL	16984	PRINCIPAL	SAN JUAN DE LA MAGUANA	SAN JUAN DE LA MAGUANA
16988	FARMACIA SAN MARTIN DE PORRES DE VILLA VASQUEZ SRL	16988	PRINCIPAL	MONTECRISTI	VILLA VASQUEZ
17013	CRIZATEMI ROSARIO GUTIERREZ DE REYES	17013	PRINCIPAL	LA VEGA	CONSTANZA
17025	FARMACIA DONA YIYA SRL	17025	PRINCIPAL	PUERTO PLATA	IMBERT
17045	FARMACIA ZELANDIA SRL	17045	PRINCIPAL	SAN PEDRO DE MACORIS	QUISQUEYA
17046	FARMACIA ORQUI SRL	17046	PRINCIPAL	BAHORUCO	NEYBA
17053	FARMACIA HUMANITARIA LUIS GUZMAN S R L	17053	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
17061	FARMACIA MILAGROS SRL	17061	PRINCIPAL	SAN JOSE DE OCOA	SAN JOSE DE OCOA
17071	FARMACIA LIANLUMA SRL	17071	PRINCIPAL	MONTECRISTI	GUAYUBIN
17078	FARMACIA RAMIREZ DAPIATO EIRL	17078	PRINCIPAL	AZUA	AZUA DE COMPOSTELA
17084	FARMACIA MERCEDES ALTAGRACIA C POR A	17084	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
17102	FARMACIA SAN ANTONIO SRL	17102	PRINCIPAL	MONTECRISTI	HATILLO PALMA(DM)
17113	FARMACIA PAPPATERRA EIRL	17113	PRINCIPAL	ESPAILLAT	GASPAR HERNANDEZ
17114	DULCE MILAGROS GARCIA PENA DE RICARDO	17114	PRINCIPAL	MONTECRISTI	SAN FERNANDO DE MONTECRISTI
17131	FARMACIA LARIMAR SRL	17131	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
481	FARMACIA LARIMAR, EL TAMARINDO	17131	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
482	FARMACIA LARIMAR, LUCERNA	17131	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2433	FARMACIA LARIMAR SRL-PRADO ORIENTAL	17131	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
17180	FARMACIA V I P MENDO SRL	17180	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
349	FARMACIA V I P MENDO SRL (SAN ISIDRO)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
461	FARMACIA V I P MENDO SRL (MENDOZA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
462	FARMACIA VIP MENDO SRL (VENEZUELA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
463	FARMACIA VIP MENDO SRL (CIUDAD MODELO)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
587	FARMACIA VIP MENDO SRL (VILLA MELLA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
588	FARMACIA VIP MENDO SRL (SABANA PERDIDA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
589	FARMACIA V I P MENDO SRL (ELISSA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
662	FARMACIA V I P MENDO SRL (EL MILLON)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
663	FARMACIA VIP MENDO SRL (CARRETERA MELLA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
762	FARMACIA VIP MENDO SRL (PADRE CASTELLANO II)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
763	FARMACIA VIP MENDO SRL (ENSANCHE LUPERON)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
764	FARMACIA VIP MENDO SRL (REPUBLICA DE COLOMBIA)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
766	FARMACIA VIP MENDO SRL (CRISTO REY)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
773	FARMACIA VIP MENDO SRL (RIVERA DEL OZAMA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
781	FARMACIA VIP MENDO SRL (ENSANCHE ESPAILLAT)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
783	FARMACIA VIP MENDO SRL (EL ALMIRANTE)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
832	FARMACIA VIP MENDO SRL (LOS PRADOS)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
837	FARMACIA VIP MENDO SRL (PADRE CASTELLANO I)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
1986	FARMACIA VIP MENDO SRL (NUÑEZ DE CACERES)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
1987	FARMACIA VIP MENDO SRL (LAS PRADERAS)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
1988	FARMACIA VIP MENDO SRL (MONUMENTAL)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
1989	FARMACIA VIP MENDO SRL (VISTA HERMOSA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
1990	FARMACIA VIP MENDO SRL (LOS MINAS MERCADO)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
1991	FARMACIA VIP MENDO SRL (SABANA LARGA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
1992	FARMACIA VIP MENDO SRL (SAN CARLOS)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
1998	FARMACIA VIP MENDO SRL (PIANTINI)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2001	FARMACIA VIP MENDO SRL (VILLA DUARTE)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2425	FARMACIA VIP MENDO SRL (MONTE PLATA)	17180	SUCURSAL	MONTE PLATA	MONTE PLATA
2430	FARMACIA VIP MENDO SRL (BRISAS DEL EDEN)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2431	FARMACIA VIP MENDO SRL (SAN VICENTE I)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2432	FARMACIA VIP MENDO SRL (SAN LUIS)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2436	FARMACIA VIP MENDO SRL (SAN CRISTOBAL)	17180	SUCURSAL	SAN CRISTOBAL	SAN CRISTOBAL
2468	FARMACIA VIP MENDO SRL (HATO NUEVO)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2469	FARMACIA VIP MENDO SRL (JOSE CONTRERAS)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2555	FARMACIA VIP MENDO SRL (PANTOJA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2556	FARMACIA VIP MENDO SRL ( SAN ISIDRO II)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2557	FARMACIA VIP MENDO SRL ( SAN VICENTE II)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2561	FARMACIA VIP MENDO SRL (LOS ALCARRIZOS)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2565	FARMACIA VIP MENDO SRL (BAVARO)	17180	SUCURSAL	LA ALTAGRACIA	VERON
2566	FARMACIA VIP MENDO SRL (  II CALICHE)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2567	FARMACIA VIP MENDO SRL (PIANTINI II)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2569	FARMACIA V I P MENDO SRL (ARROYO HONDO)	17180	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2573	FARMACIA V I P MENDO SRL (PABLO MELLA)	17180	SUCURSAL	SANTO DOMINGO	LOS ALCARRIZOS (DM)
2574	FARMACIA V I P MENDO SRL  (JUAN BOSCH)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2584	FARMACIA VIP MENDO SRL -BEISBOLISTA I	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2589	FARMACIA VIP MENDO SRL (ALMA ROSA)	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2590	FARMACIA VIP MENDO SRL-CARRETERA MELLA II	17180	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
17210	FARMACIA EVELYN SRL	17210	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
475	FARMACIA EVELYN SRL	17210	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
17238	FARMACIA LOS ALCARRIZOS SRL	17238	PRINCIPAL	SANTO DOMINGO	LOS ALCARRIZOS (DM)
2559	FARMACIA LOS ALCARRIZOS SRL-SAVICA	17238	SUCURSAL	SANTO DOMINGO	LOS ALCARRIZOS (DM)
2560	FARMACIA LOS ALCARRIZOS SRL-GUAYIGA	17238	SUCURSAL	SANTO DOMINGO	PEDRO BRAND (DM)
2562	FARMACIA LOS ALCARRIZOS-LOS LIBERTADORES	17238	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2563	FARMACIA LOS ALCARRIZOS SRL-LOS GIRASOLES	17238	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2564	FARMACIA LOS ALCARRIZOS SRL- ALTOS DE ALAMEDA	17238	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2568	FARMACIA LOS ALCARRIZOS SRL-BARRIO LANDIA	17238	SUCURSAL	SANTO DOMINGO	LOS ALCARRIZOS (DM)
17239	FARMACIA MAIRENI SRL	17239	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO NORTE
17383	FARMACIA ALMIRANTE SRL	17383	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
17429	FARMACIA SANTA RITA EIRL	17429	PRINCIPAL	VALVERDE	MAO
17500	FARMACIA NAVEO C POR A	17500	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
17507	SUPER FARMACIA CANEPA SRL	17507	PRINCIPAL	EL SEYBO	SANTA CRUZ DEL SEYBO
17729	FARMACIA LUIS MIGUEL SRL	17729	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
414	FARMACIA LUIS MIGUEL II	17729	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
526	FARMACIA LUIS MIGUEL III	17729	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
17730	FARMACIA SAN MIGUEL SAN FRANCISCO SRL	17730	PRINCIPAL	DUARTE	SAN FRANCISCO DE MACORIS
17856	FARMACIA DEL PARQUE SRL	17856	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
17893	FARMACIA ABREU SRL	17893	PRINCIPAL	SANCHEZ RAMIREZ	FANTINO
17917	SANTA DE JESUS ESPINAL BRITO	17917	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO OESTE
18027	FARMACIA EUROPA C POR A	18027	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
236	FARMACIA EUROPA (SUC. LOS FRAILES)	18027	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
237	FARMACIA EUROPA (SUC. VENEZUELA)	18027	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
238	FARMACIA EUROPA (SUC. LUCERNA)	18027	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
18036	FARMACIA SAN ANTONIO PATRÓN DE BONAO SRL	18036	PRINCIPAL	MONSEÑOR NOUEL	BONAO
18037	MERCADO VENTURA & ASOCIADOS SRL	18037	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	VILLAS BISONO
18072	FARMACIA MIVELBA SRL	18072	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
18124	FARMACIA BERNARDO SRL	18124	PRINCIPAL	SAN CRISTOBAL	SAN CRISTOBAL
18151	FARMACIA AZIL C POR A	18151	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
18152	FARMACIA RACHELL SRL	18152	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
18175	FARMACIA SAN ANDRES C POR A	18175	PRINCIPAL	SANTO DOMINGO	BOCA CHICA
18176	FARMACIA PUJOLS SRL	18176	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
847	FARMACIA PUJOLS, S.R.L (GURABO SANTIAGO)	18176	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
2524	FARMACIA PUJOLS, S.R.L (GURABO SANTIAGO)	18176	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
18177	FARMACIA GONZALEZ SRL	18177	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
18181	FARMACIA AUDREY EIRL	18181	PRINCIPAL	MONTECRISTI	SAN FERNANDO DE MONTECRISTI
18241	FARMACIA CRISTO VIENE SRL	18241	PRINCIPAL	SAN CRISTOBAL	BAJOS DE HAINA
18318	GAINSER SRL	18318	PRINCIPAL	LA ROMANA	VILLA HERMOSA
18349	FARMACIA ELKA S A	18349	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO OESTE
18374	PIRINGUA EIRL	18374	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO OESTE
18410	FARMACIA PICHARDO DE LA CRUZ SRL	18410	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SABANA IGLESIA
18412	ELIAS ZACARIAS FELIZ ISAAC	18412	PRINCIPAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
18448	FARMACIA YASMINA SRL	18448	PRINCIPAL	MONSEÑOR NOUEL	MAIMON
18463	FARMACIA SAN LUIS DE SANTIAGO DE LOS CABALLEROS SRL	18463	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
2397	FARMACIA SAN LUIS DE SANTIAGO DE LOS CABALLEROS SRL	18463	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
18497	FARMACIA ANGELA SRL	18497	PRINCIPAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
18509	SUPER FARMACIA INVIVIENDA SRL	18509	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
18611	FARMACIA LAS LAGUNAS SRL	18611	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	VILLA GONZALEZ
18612	SUPER FARMACIA EDWARD S A	18612	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO OESTE
18640	FARMACIA FARO SRL	18640	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
18663	FARMACIA RANSY SRL	18663	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
18664	FARMACIA EL CIRUELILLO EIRL	18664	PRINCIPAL	DUARTE	SAN FRANCISCO DE MACORIS
18668	FARMACIA HATO NUEVO SRL	18668	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO OESTE
18929	FARMAPRIX SRL	18929	PRINCIPAL	SANTO DOMINGO	LOS ALCARRIZOS (DM)
19005	FARMACIA CAMEJO EIRL	19005	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
19108	FARMACIA NARALY SRL	19108	PRINCIPAL	ESPAILLAT	MOCA
436	FARMACIA NARALY, SRL (LA VEGA)	19108	SUCURSAL	LA VEGA	CONCEPCION DE LA VEGA
437	FARMACIA NARALY (GAZCUE)	19108	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
458	FARMACIA NARALY (MOCA)	19108	SUCURSAL	ESPAILLAT	MOCA
19143	FARMACIA SALCEDO SRL	19143	PRINCIPAL	HERMANAS MIRABAL	SALCEDO
19222	YVANNY SRL	19222	PRINCIPAL	SANTIAGO RODRIGUEZ	SAN IGNACIO DE SABANETA
19236	FARMALAND SRL	19236	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
19322	FARMACIA LIFERPA SRL	19322	PRINCIPAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
19390	FARMACIA SAN JUAN BOSCO, SRL	19390	PRINCIPAL	SAN CRISTOBAL	VILLA ALTAGRACIA
2453	FARMACIA SAN JUAN BOSCO, S.R.L.	19390	SUCURSAL	SAN CRISTOBAL	VILLA ALTAGRACIA
2455	FARMACIA SAN JUAN BOSCO, S.R.L.	19390	SUCURSAL	SAN CRISTOBAL	VILLA ALTAGRACIA
19566	FARMACIA ALBERTO PG SRL	19566	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
19649	FARMACIA NESTOR SRL	19649	PRINCIPAL	SANCHEZ RAMIREZ	FANTINO
19687	ZAGLUL AGUIRREURRETA SRL	19687	PRINCIPAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
315	FARMACIA ZAGLUL (EL SEIBO)	19687	SUCURSAL	EL SEYBO	SANTA CRUZ DEL SEYBO
316	FARMACIA ZAGLUL (HIGEY)	19687	SUCURSAL	LA ALTAGRACIA	SAL VALEON DE HIGUEY
776	FARMACIA ZAGLUL (CONSUELO)	19687	SUCURSAL	SAN PEDRO DE MACORIS	CONSUELO
777	FARMACIA ZAGLUL (MIRAMAR)	19687	SUCURSAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
824	FARMACIA ZAGRUL-MERCADO	19687	SUCURSAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
19719	FARMACIA LUZ MARGARITA SRL	19719	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
19732	FARMACIA BOGAERT S R L	19732	PRINCIPAL	VALVERDE	MAO
19764	FARMACIA MEDARDA SRL	19764	PRINCIPAL	SANTO DOMINGO	LA VICTORIA (DM)
19794	FARMACIA M & M SRL	19794	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
19846	FARMACIA MECAS SRL	19846	PRINCIPAL	SAN CRISTOBAL	SAN CRISTOBAL
19887	FARMACIA REYNA C POR A	19887	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
19889	ASOV INVESTMENTS SRL	19889	PRINCIPAL	ESPAILLAT	MOCA
19905	FARMACIA ALBERTO II SRL	19905	PRINCIPAL	PUERTO PLATA	SOSUA
317	FARMACIA ALBERTO	19905	SUCURSAL	ESPAILLAT	VERAGUA (D.M.)
19978	FARMACIA YANI MARIA SRL	19978	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO NORTE
20018	FARMACIA FARMASUR TATA SRL	20018	PRINCIPAL	SAN JUAN DE LA MAGUANA	SAN JUAN DE LA MAGUANA
785	FARMACIA FARMASUR TATA SRL MANOGUAYABO	20018	SUCURSAL	SAN JUAN DE LA MAGUANA	SAN JUAN DE LA MAGUANA
20043	INVERSIONES PALERMO SRL	20043	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
20054	FARMACIA POPULAR DE PUERTO PLATA, EIRL	20054	PRINCIPAL	PUERTO PLATA	SAN FELIPE DE PUERTO PLATA
866	FARMACIA POPULAR DE PUERTO PLATA EIRL- CENTRO DE LA CIUDAD	20054	SUCURSAL	PUERTO PLATA	SAN FELIPE DE PUERTO PLATA
2532	FARMACIA POPULAR DE PUERTO PLATA EIRL - CENTRO DE LA CIUDAD	20054	SUCURSAL	PUERTO PLATA	SAN FELIPE DE PUERTO PLATA
2539	FARMACIA POPULAR DE PUERTO PLATA EIRL - ENS. SAN FELIPE.	20054	SUCURSAL	PUERTO PLATA	SAN FELIPE DE PUERTO PLATA
20070	FARMACIA ANANIAS SRL	20070	PRINCIPAL	SANTIAGO RODRIGUEZ	SAN IGNACIO DE SABANETA
476	FARMACIA ANANIAS SRL II	20070	SUCURSAL	SANTIAGO RODRIGUEZ	VILLA LOS ALMACIGOS
841	FARMACIA ANANIAS SRL III	20070	SUCURSAL	SANTIAGO RODRIGUEZ	SAN IGNACIO DE SABANETA
2400	FARMACIA ANANIAS IV	20070	SUCURSAL	SANTIAGO RODRIGUEZ	MONCION
2489	FARMACIA ANANIAS SRL-SABANETA	20070	SUCURSAL	SANTIAGO RODRIGUEZ	SAN IGNACIO DE SABANETA
20339	FARMA VALUE RD SRL	20339	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
339	FARMA VALUE RD SRL-BELLA VISTA	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
340	FARMA VALUE RD SRL-LA ZURZA	20339	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
341	FARMA VALUE RD SRL- CRISTO REY	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
369	FARMA VALUE RD SRL-EL VERGEL	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
416	FARMA VALUE RD SRL-URB.FERNANDEZ	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
441	FARMA VALUE RD SRL -GAZCUE	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
527	FARMA VALUE RD SRL-BONAO	20339	SUCURSAL	MONSEÑOR NOUEL	BONAO
599	FARMA VALUE RD SRL- LA VEGA	20339	SUCURSAL	LA VEGA	CONCEPCION DE LA VEGA
600	FARMA VALUE RD SRL-PUERTO PLATA	20339	SUCURSAL	PUERTO PLATA	SAN FELIPE DE PUERTO PLATA
601	FARMA VALUE RD SRL- ALMA ROSA	20339	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
602	FARMA VALUE RD SRL- LAS PALMA DE HERRERA	20339	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
603	FARMA VALUE RD SRL- CERROS DE GURABO	20339	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
604	FARMA VALUE RD SRL- LOS RESTAURADORES	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
614	FARMA VALUE RD SRL- REP - DE ARGENTINA	20339	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
704	FARMA VALUE RD SRL-SAN PEDRO DE MACORIS	20339	SUCURSAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
784	FARMA VALUE RD SRL- VILLA FARO	20339	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
839	FARMA VALUE RD SRL- ARROYO HONDO I	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
862	FARMA VALUE RD SRL-ENSANCHE BERMUDEZ-SANTIAGO	20339	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
863	FARMA VALUE RD SRL-RESIDENCIAL ENRIQUE-SANTIAGO	20339	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
865	FARMA VALUE (TOWN CENTER)	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2000	FARMA VALUE RD SRL- HIGUEY , LA ALTAGRACIA	20339	SUCURSAL	LA ALTAGRACIA	SAL VALEON DE HIGUEY
2418	FARMA VALUE RD SRL -SAN CRISTOBAL	20339	SUCURSAL	SAN CRISTOBAL	SAN CRISTOBAL
2438	FARMA VALUE RD SRL- AV.INDEPENDENCIA	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
